"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"00MAB","March Field Fire Department","2685 Graeber ST",,"March Air Reserve Base","CA","92518-2307","2685 Graeber ST",,,"March Air Reserve Base","CA","92518-2307","951-655-2075","951-655-2563","Riverside","Career","Federal government (Executive branch agency fire department)",,"2","56","0","0","7","0",
"21105","Marin County Fire Department","33 Castle Rock RD",,"Woodacre","CA","94973",,,"PO Box 518","Woodacre","CA","94973-0518","415-473-6717","415-473-6717","Marin","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.marincounty.org/depts/fr","6","81","14","0","2","0","No"
"27055","Marina Fire Department","211 Hillcrest AVE",,"Marina","CA","93933-3534","211 Hillcrest AVE",,,"Marina","CA","93933-3534","831-275-1700","831-384-5321","Monterey","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.cityofmarina.org/","2","11","7","0","1","0","Yes"
"M2205","Marine Corps Mountain Warfare Fire Department","MCMWTC Fire Emergency Services","Highway 108 HC 83 Bldg 1035","Bridgeport","CA","93517","MCMWTC Fire Emergency Services","Highway 108 HC 83 Bldg 1035",,"Bridgeport","CA","93517","760-932-1632","760-932-1636","Mono","Career","Federal government (Department of Defense fire department)",,"1","18","0","0","0","0","Yes"
"21080","Marinwood Fire Department","777 Miller Creek RD",,"San Rafael","CA","94903","777 Miller Creek RD",,,"San Rafael","CA","94903-1323","415-479-0122","415-479-7759","Marin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","11","20","0","0","0","Yes"
"22025","Mariposa County Fire Department","4802 Highway 140",,"Mariposa","CA","95338",,,"PO Box 162","Mariposa","CA","95338-0162","209-966-4330","209-966-0252","Mariposa","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mariposacounty.org/index.aspx?NID=76","12","3","75","0","3","31","No"
"22045","Mariposa Public Utility District Fire Department","4992 7TH ST",,"Mariposa","CA","95338-0494",,,"PO Box 494","Mariposa","CA","95338-0494","209-966-2515","209-966-6615","Mariposa","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","0","17","0","0","Yes"
"02015","Markleeville Volunteer Fire Department","750 Hot Springs RD","PO Box 45","Markleeville","CA","96120-0045",,,"PO Box 45","Markleeville","CA","96120-0045","530-694-2223","530-694-2491","Alpine","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","0",
"07120","Martinez Refining Company Fire Brigade","3485 Pacheco BLVD","PO Box 711","Martinez","CA","94553",,,"PO Box 711","Martinez","CA","94553-0071","925-313-3427","925-313-3076","Contra Costa","Volunteer","Private or industrial fire brigade",,"1","0","45","0","0","0","No"
"58010","Marysville Fire Department","107 9TH ST",,"Marysville","CA","95901-5305","107 9TH ST",,,"Marysville","CA","95901-5305","530-741-6622","530-741-1147","Yuba","Mostly career","Contract fire department",,"1","14","0","7","1","0","Yes"
"06030","Maxwell Fire Protection District","231 W Oak ST",,"Maxwell","CA","95955",,,"PO Box 651","Maxwell","CA","95955-0651","530-438-2320","530-438-2342","Colusa","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","3","25","0","0","0","Yes"
"49930","Mayacamas Volunteer Fire Department, Inc.","3252 Trinity RD","PO Box 225","Glen Ellen","CA","95442","3252 Trinity RD",,"PO Box 225","Glen Ellen","CA","95442","707-938-0469",,"Sonoma","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","0","19","0","0","0",
"47048","Mayten Fire District","7427 HWY A-12",,"Montague","CA","96064","7427 HWY A-12",,,"Montague","CA","96064","530-459-5210",,"Siskiyou","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","9","0","0","6",
"45975","McArthur Volunteer Fire Department","44283 Highway 299 E",,"Mc Arthur","CA","96056",,,"PO Box 670","McArthur","CA","96056-0670","530-336-5026",,"Shasta","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","20","0","0","0","No"
"47050","McCloud Volunteer Fire Department","319 Tucci AVE","PO Box 640","McCloud","CA","96057",,,"PO Box 640","McCloud","CA","96057-0640","530-964-2422","530-964-3175","Siskiyou","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","1","0","18","1","1","Yes"
"32035","Meadow Valley Fire Department","6913 Bucks Lake RD",,"Meadow Valley","CA","95956",,,"PO Box 130","Meadow Valley","CA","95956-0130","530-283-2620",,"Plumas","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","0","Yes"
"11565","Mendocino National Forest Fire Service, USDA-","825 N Humboldt AVE",,"Willows","CA","95988-9783","825 N Humboldt AVE",,,"Willows","CA","95988-9783","530-934-7758","530-934-2326","Glenn","Career","Federal government (Executive branch agency fire department)","https://www.fs.fed.us/r5/mendocino","1","160","0","0","0","0",
"23050","Mendocino Volunteer Fire Department","44700 Little Lake RD",,"Mendocino","CA","95460",,,"PO Box 901","Mendocino","CA","95460-0901","707-937-0131","707-937-4138","Mendocino","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mendocinofire.com/","3","0","35","0","2","15","Yes"
"41050","Menlo Park Fire Protection District","170 Middlefield RD",,"Menlo Park","CA","94025-3505","170 Middlefield RD",,,"Menlo Park","CA","94025-3505","650-688-8400","650-323-9129","San Mateo","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.menlofire.org/","7","93","0","0","17","0","Yes"
"24035","Merced County Fire Department","3500 N Apron AVE",,"Atwater","CA","95301-5116","3500 N Apron AVE",,,"Atwater","CA","95301-5116","209-385-7344","209-725-0174","Merced","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.co.merced.ca.us/","19","96","0","201","8","0",
"37101","Mesa Grande Fire Department","2600 Mesa Grande RD","PO Box 270","Santa Ysabel","CA","92070","2600 Mesa Grande RD",,"PO Box 270","Santa Ysabel","CA","92070","760-782-0795","760-782-0727","San Diego","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","3","1","0","0","0",
"55015","Mi-Wuk Sugar Pine Fire Protection District","24247 Highway 108",,"Mi Wuk Village","CA","95346",,,"PO Box 530","Mi Wuk Village","CA","95346-0530","209-586-5256","209-586-0265","Tuolumne","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mwspfire.us/","1","3","16","4","1","7","No"
"27910","Mid-Coast Fire Brigade","38000 Palo Colorado RD",,"Carmel","CA","93923","38000 Palo Colorado RD",,,"Carmel","CA","93923","831-625-8175","831-625-8175","Monterey","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.midcoastfirebrigade.org/","1","0","23","0","0","0","Yes"
,"Midpines Volunteer Fire Department","6429 HWY 140","PO Box 321","Midpines","CA","95345-0321","6429 HWY 140",,"PO Box 321","Midpines","CA","95345-0321","209-966-6239","209-966-0252","Mariposa","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","6","0","0","4",
"18075","Milford Fire District","450-075 Laufman Grade RD",,"Milford","CA","96121",,,"PO Box 265","Milford","CA","96121-0265","530-253-3699",,"Lassen","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","14","0","0","11","No"
"21040","Mill Valley Fire Department","1 Hamilton DR",,"Mill Valley","CA","94941-1479","1 Hamilton DR",,,"Mill Valley","CA","94941-1479","415-389-4130","415-389-4186","Marin","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofmillvalley.org/Index.aspx?page=44","2","27","2","0","1","0","Yes"
"45935","Millville Fire Protection District","23963 Whitmore RD",,"Millville","CA","96062",,,"PO Box 32","Millville","CA","96062-0032","530-547-5521",,"Shasta","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","1","0","Yes"
"43030","Milpitas Fire Department","777 S Main ST",,"Milpitas","CA","95035","777 S Main ST",,,"Milpitas","CA","95035","408-586-2800",,"Santa Clara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"4","75","0","0","6","0",
"37811","Miramar Fire Department","PO Box 452006",,"San Diego","CA","92145-2006",,,"PO Box 452006","San Diego","CA","92145-2006","858-307-1962","858-307-6535","San Diego","Career","Federal government (Department of Defense fire department)",,"2","51","0","0","5","0","No"
"12145","Miranda Volunteer Fire Department","115 School RD",,"Miranda","CA","95553",,,"PO Box 252","Miranda","CA","95553","707-943-3100","707-943-3720","Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","8","0","0","0",
"27095","Mission Soledad Rural Fire Protection District","2221 Garden RD",,"Monterey","CA","93940",,,"PO Box 156","Soledad","CA","93960-0156","831-333-4600","831-333-2660","Monterey","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","0","0","0","No"
"50040","Modesto Fire Department","409 12TH ST",,"Modesto","CA","95354-2401","409 12TH ST",,,"Modesto","CA","95354-2401","209-572-9590","209-578-9591","Stanislaus","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.modestogov.com/149/Fire-Department","16","152","0","0","10","0","No"
"15023","Mojave Air and Space Port Fire Department","1434 Flightline",,"Mojave","CA","93501-2016","1434 Flightline",,,"Mojave","CA","93501-2016","661-824-5240","661-824-2597","Kern","Mostly volunteer","Regional/metropolitan transportation authority or airport fire department",,"1","3","0","8","0","0","Yes"
"05025","Mokelumne Hill Fire Protection District","8160 Church ST",,"Mokelumne Hill","CA","95245-9614","8160 Church ST",,,"Mokelumne Hill","CA","95245-9614","209-286-1389","209-286-1675","Calaveras","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","0","No"
"39125","Mokelumne Rural Fire District","13157 E Brandt RD",,"Lockeford","CA","95237","13157 E Brandt RD",,,"Lockeford","CA","95237-9746","209-727-0564","209-727-0863","San Joaquin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","9","0","20","2","0","Yes"
"19125","Monrovia Fire Department","141 E Lemon AVE",,"Monrovia","CA","91016-2807","141 E Lemon AVE",,,"Monrovia","CA","91016-2807","626-256-8181","626-256-8112","Los Angeles","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.monrovia.ca.us/","2","43","4","0","5","0","Yes"
"47055","Montague Fire Department","121 S 10TH ST","PO Box 281","Montague","CA","96064",,,"PO Box 281","Montague","CA","96064-0281","530-459-5343","530-453-3809","Siskiyou","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0","Yes"
"36140","Montclair Fire Department","8901 Monte Vista AVE","PO Box 2308","Montclair","CA","91763",,,"PO Box 2308","Montclair","CA","91763-0808","909-447-3540","909-621-5261","San Bernardino","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofmontclair.org/","2","21","0","0","2","0","Yes"
"36145","Monte Vista Fire Protection District","8901 Monte Vista AVE","PO Box 2308","Montclair","CA","91763-0808","8901 Monte Vista AVE","PO Box 2308","PO Box ","Montclair","CA","91763-0808","909-626-1217","909-621-5261","San Bernardino","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","32","0","0","8","0",
"19130","Montebello Fire Department","600 N Montebello BLVD",,"Montebello","CA","90640","600 N Montebello BLVD",,,"Montebello","CA","90640-3538","323-887-4512","323-887-4502","Los Angeles","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","57","1","0","5","0","Yes"
"42030","Montecito Fire Protection District","595 San Ysidro RD",,"Santa Barbara","CA","93108-2124","595 San Ysidro RD",,,"Santa Barbara","CA","93108-2124","805-969-7762","805-969-3598","Santa Barbara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.montecitofire.com/","2","36","0","0","8","0","Yes"
"27150","Monterey Airport Fire Department","200 Fred Kane DR",,"Monterey","CA","93940","200 Fred Kane DR",,,"Monterey","CA","93940","831-648-7008","831-372-8298","Monterey","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","11","0","0","0","0",
"27075","Monterey County Regional FIre District","19900 Portola DR",,"Salinas","CA","93908-1234","19900 Portola DR",,,"Salinas","CA","93908-1234","831-455-1828","831-455-0646","Monterey","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mcrfd.org/","6","52","18","0","3","0","Yes"
"27060","Monterey Fire Department","610 Pacific ST",,"Monterey","CA","93940-2836","610 Pacific ST",,,"Monterey","CA","93940-2836","831-646-3900","831-646-3723","Monterey","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.monterey.org/fire","6","82","0","0","4","0","Yes"
"19135","Monterey Park Fire Department","350 W Newmark AVE",,"Monterey Park","CA","91754-2818","350 W Newmark AVE",,,"Monterey Park","CA","91754-2818","626-307-1423","626-307-1381","Los Angeles","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.montereypark.ca.gov/","3","57","14","0","8","0","Yes"
"39095","Montezuma Fire Protection District","2405 S ""B"" ST",,"Stockton","CA","95206","2405 S ""B"" ST",,,"Stockton","CA","95206","209-464-5234","209-466-2624","San Joaquin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","8","0","15","2","0",
"48090","Montezuma Fire Protection District","21 N 4TH ST",,"Rio Vista","CA","94571","21 N 4TH ST",,,"Rio Vista","CA","94571-1728","707-374-5962","707-374-4999","Solano","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.montezumafiredistrict.com/","7","3","30","0","0","0","Yes"
"37940","Montezuma Valley Volunteer Fire Department","37370 Montezuma Valley RD",,"Ranchita","CA","92066-0000","37370 Montezuma Valley RD",,,"Ranchita","CA","92066-0000","760-782-3467",,"San Diego","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","10","0","0","0",
"45940","Montgomery Creek Volunteer Fire Company","29876 Highway 299 E","PO Box 75","Montgomery Creek","CA","96065",,,"PO Box 75","Montgomery Creek","CA","96065-0075","530-337-6779","530-337-6779","Shasta","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","9","0","0","0","No"
"07060","Moraga-Orinda Fire Protection District","33 Orinda WAY",,"Orinda","CA","94563","33 Orinda WAY",,,"Orinda","CA","94563-2514","925-258-4599",,"Contra Costa","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mofd.org/","5","73","15","0","6","17","Yes"
"33054","Moreno Valley Fire Service","22850 Calle San Juan de Los Lagos",,"Moreno Valley","CA","92552","22850 Calle San Juan de Los Lagos",,,"Moreno Valley","CA","92552","951-486-6784","951-486-6790","Riverside","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"6","62","0","25","8","0",
"43040","Morgan Hill City Fire Department","18300 Old Monterey RD",,"Morgan Hill","CA","95037-3013","18300 Old Monterey RD",,,"Morgan Hill","CA","95037-3013","408-779-2121","408-779-1679","Santa Clara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.morganhill.ca.gov/index.aspx?nid=445","2","22","0","0","1","0","Yes"
"33053","Morongo Fire Department","11581 Potrero RD",,"Banning","CA","92220","11581 Potrero RD",,,"Banning","CA","92220-6946","951-849-7193","951-849-7194","Riverside","Career","Tribal government (includes Native American and Alaska Native tribal fire departments)","https://morongonation.org/","1","25","0","0","1","0","Yes"
"36150","Morongo Valley Fire Department","11207 Ocotillo ST","Fire station 461","Morongo Valley","CA","92256",,,"PO Box 46","Morongo Valley","CA","92256-0046","760-363-6454",,"San Bernardino","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.morongovalleyfire.com/","2","8","1","14","2","1","Yes"
"40040","Morro Bay Fire Department","715 Harbor ST",,"Morro Bay","CA","93442-1907","715 Harbor ST",,,"Morro Bay","CA","93442-1907","805-772-6242","805-772-6253","San Luis Obispo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","10","0","22","1","0","Yes"
"09026","Mosquito Fire Protection District","8801 Rock Creek RD",,"Placerville","CA","95667-8358","8801 Rock Creek RD",,,"Placerville","CA","95667-8358","530-626-9017","530-626-3240","El Dorado","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://mfpd.us/","1","12","15","0","0","27","Yes"
"47060","Mount Shasta City Fire Department","305 N Mount Shasta BLVD",,"Mount Shasta","CA","96067","305 N Mount Shasta BLVD",,,"Mount Shasta","CA","96067","530-926-7546","530-926-0339","Siskiyou","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","1","35","0","0","0",
"47065","Mount Shasta Fire Protection District","600 Michele DR",,"Mount Shasta","CA","96067-9428","600 Michele DR",,,"Mount Shasta","CA","96067-9428","530-926-0702","530-926-0317","Siskiyou","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://mshfiredistrict.us/","2","5","0","18","0","0","Yes"
"47067","Mount Shasta Vista Volunteer Fire Company","13502 Roland DR",,"Montague","CA","96064-9532","13502 Roland DR",,,"Montague","CA","96064-9532","530-340-2297",,"Siskiyou","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","5","0","0","5","Yes"
"05018","Mountain Fire/Rescue Volunteer Fire Company","PO Box 259",,"Mountain Ranch","CA","95246-0259",,"PO Box 259",,"Mountain Ranch","CA","95246-0259","209-728-3180",,"Calaveras","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","60","0","0","10",
"10145","Mountain Valley Volunteer Fire Department","46694 Chuckwagon RD",,"Squaw Valley","CA","93675",,,"PO Box 427","Dunlap","CA","93621-0427","559-338-1100",,"Fresno","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","6","No"
"43050","Mountain View Fire Department","1000 Villa ST",,"Mountain View","CA","94041","1000 Villa ST",,,"Mountain View","CA","94041-1238","650-903-6365","650-903-6122","Santa Clara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mountainview.gov/depts/fire/default.asp","5","70","0","0","19","0","Yes"
"50115","Mountain View Fire Protection District","9633 Crows Landing RD",,"Crows Landing","CA","95313-9602","9633 Crows Landing RD",,,"Crows Landing","CA","95313-9602","209-634-4766","209-668-1258","Stanislaus","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.mtviewfire.com/","2","0","22","0","0","6","Yes"
"21085","Muir Beach Volunteer Fire Department","Star RT Box A",,"Muir Beach","CA","94965-9716","Star RT Box A",,,"Muir Beach","CA","94965-9716","415-380-9627","415-381-6612","Marin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.muirbeachfire.com","1","0","16","0","0","5",
"03410","Mule Creek State Prison Fire Department","4001 Highway 104",,"Ione","CA","95640","4001 Highway 104",,,"Ione","CA","95640","209-274-4911","209-274-5209","Amador","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)",,"1","5","7","0","1","0","No"
"05030","Murphys Fire Protection District","37 Jones ST",,"Murphys","CA","95247",,,"PO Box 1260","Murphys","CA","95247-1260","209-728-3864","209-728-2951","Calaveras","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","1","25","6","10","15","Yes"
"33055","Murrieta Fire & Rescue","41825 Juniper ST",,"Murrieta","CA","92562-7200","41825 Juniper ST",,,"Murrieta","CA","92562-7200","951-304-3473","951-677-6799","Riverside","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.murrietaca.gov/154/Fire","5","63","0","0","13","0","Yes"
"28025","Napa County Fire Department","1199 Big Tree RD",,"Saint Helena","CA","94574","1199 Big Tree RD",,,"Saint Helena","CA","94574","707-967-1400","707-967-1473","Napa","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"13","34","200","0","10","0",
"28490","Napa State Hospital Fire Department","2100 Napa-Vallejo Hwy","Building 356","Napa","CA","94558","2100 Napa Vallejo Hwy",,,"Napa","CA","94558-6234","707-253-5316",,"Napa","Career","State government (includes state forest fire agencies and state institution fire departments)",,"2","16","0","0","1","0","Yes"
"43810","NASA/Ames Fire Department","580 Zook RD",,"Moffett Field","CA","94035",,,"PO Box 9","Moffett Field","CA","94035-0009","650-604-4302","650-604-0994","Santa Clara","Career","Contract fire department",,"1","42","0","0","0","0","No"
"37110","National City Fire Department","343 E 16TH ST",,"National City","CA","91950","1243 National City BLVD",,,"National City","CA","91950-4301","619-336-4550","619-336-4562","San Diego","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.nationalcityca.gov/","2","38","0","0","7","1","Yes"
"27815","Naval Postgraduate School Fire Department","1399 Cunningham RD",,"Monterey","CA","93943","1399 Cunningham RD",,,"Monterey","CA","93943","831-656-2334",,"Monterey","Career","Federal government (Department of Defense fire department)",,"1","17","0","0","0","0",
"29040","Nevada City Fire Department","317 Broad ST",,"Nevada City","CA","95959-2405","317 Broad ST",,,"Nevada City","CA","95959-2405","530-265-2351","530-265-8640","Nevada","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","9","0","0","0","0","Yes"
"29015","Nevada County Consolidated Fire District","640 Coyote ST",,"Nevada City","CA","95959-2255","640 Coyote ST",,,"Nevada City","CA","95959-2255","530-265-4431","530-265-4438","Nevada","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.nccfire.com/","9","33","0","15","3","0","No"
"01070","Newark Fire Department","37101 Newark BLVD",,"Newark","CA","94560","37101 Newark BLVD",,,"Newark","CA","94560","510-790-7218","510-790-7281","Alameda","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.newark.org","3","44","0","0","8","0",
"36165","Newberry Springs Fire Department","30884 Newberry Rd",,"Newberry Springs","CA","92365",,,"PO Box 206","Newberry Springs","CA","92365","760-257-3613","760-257-3076","San Bernardino","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","0","0","18","0","0",
"31066","Newcastle Fire Protection District","9211 Cypress ST",,"Newcastle","CA","95658",,,"PO Box 262","Newcastle","CA","95658-0262","916-663-3323","916-663-1262","Placer","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://newcastlefire.org/","1","12","3","0","0","0","Yes"
"30055","Newport Beach Fire Department","100 Civic Center",,"Newport Beach","CA","92658",,,"PO Box 1768","Newport Beach","CA","92658-8915","949-644-3104","949-644-3388","Orange","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"8","117","0","0","28","0","Yes"
"21086","Nicasio Volunteer Fire Department","5 Old Rancheria RD","PO Box 791","Nicasio","CA","94946",,,"PO Box 791","Nicasio","CA","94946","415-662-2201",,"Marin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.nicasiofire.org","1","0","13","0","0","4","No"
"49106","North Bay Fire","4500 Hessel RD",,"Sebastopol","CA","95472-6267","4500 Hessel RD",,,"Sebastopol","CA","95472-6267","707-823-1084","707-829-1175","Sonoma","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://nbfire.org/","6","0","0","150","0","30","Yes"
"10040","North Central Fire Protection District","15850 W Kearney BLVD",,"Kerman","CA","93630-9335","15850 W Kearney BLVD",,,"Kerman","CA","93630-9335","559-878-4530","559-846-3788","Fresno","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://northcentralfire.org/","5","42","12","7","6","0","Yes"
"41120","North County Fire Authority","10 Wembley DR",,"Daly City","CA","94015-4314","10 Wembley DR",,,"Daly City","CA","94015-4314","650-991-8138","650-991-8090","San Mateo","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://northcountyfire.org/","8","96","0","0","8","0","Yes"
"37075","North County Fire Protection District","330 S Main AVE",,"Fallbrook","CA","92028-2938","330 S Main AVE",,,"Fallbrook","CA","92028-2938","760-723-2005","760-723-2072","San Diego","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ncfire.org/","5","50","17","15","16","0","No"
"27025","North County Fire Protection District of Monterey County","11200 Speegle ST",,"Castroville","CA","95012-2546","11200 Speegle ST",,,"Castroville","CA","95012-2546","831-633-2578","831-633-2572","Monterey","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ncfpd.org/","3","31","0","30","2","0","Yes"
"29050","North San Juan Fire Protection District","13200 Tyler Foote Xing RD",,"Nevada City","CA","95959",,,"PO Box 299","North San Juan","CA","95960-0299","530-292-9159","530-292-1417","Nevada","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://nsjfire.org/","3","0","25","12","2","11","Yes"
"31044","North Tahoe Fire Protection District","222 Fairway DR",,"Tahoe City","CA","96145",,,"PO Box 5879","Tahoe City","CA","96145-5879","530-583-6913","530-583-6909","Placer","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ntfire.net/","6","47","0","0","10","0","No"
"49055","Northern Sonoma County Fire Protection District","20975 Geyserville AVE",,"Geyserville","CA","95441",,,"PO Box 217","Geyserville","CA","95441-0217","707-857-4373","707-857-3366","Sonoma","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.geyservillefire.com/","4","6","20","0","1","4","No"
"17055","Northshore Fire Protection District","6257 7TH AVE","PO Box 1199","Lucerne","CA","95458",,,"PO Box 1199","Lucerne","CA","95458-1199","707-274-3100","707-274-3102","Lake","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.northshorefpd.com/","6","23","12","0","0","12","Yes"
"31115","Northstar Fire Department","910 Northstar DR",,"Truckee","CA","96161-4204","910 Northstar DR",,,"Truckee","CA","96161-4204","530-562-1212","530-550-6122","Placer","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://northstarcsd.org/","2","19","0","2","0","0","Yes"
"27013","NorthTree Fire International (NTI)","10674 Ramirez RD",,"Marysville","CA","95901","10674 Ramirez RD",,,"Marysville","CA","95901","530-743-7530","530-743-7570","Yuba","Career","Private or industrial fire brigade","https://www.northtreefire.com","9","20","0","0","8","0",
"21055","Novato Fire Protection District","95 Rowland Way",,"Novato","CA","94945-5001","95 Rowland Way",,,"Novato","CA","94945-5001","415-878-2690","415-878-2660","Marin","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.novatofire.org/","6","67","0","0","12","0","Yes"
"50085","Oakdale City Fire Department","325 East G ST",,"Oakdale","CA","95361","325 East G ST",,,"Oakdale","CA","95361","209-847-5904","209-847-5907","Stanislaus","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.oakdale.ca.us/fire/fire_home.htm","1","18","6","0","3","0",
"01075","Oakland Fire Department","150 Frank H Ogawa PLZ","STE 3354","Oakland","CA","94612-2007","150 Frank H Ogawa PLZ","STE 3354",,"Oakland","CA","94612-2007","510-238-3856","510-238-7924","Alameda","Career","Other","https://www.oaklandnet.com/oakweb/fire/index.html","26","508","0","0","74","0","Yes"
"40045","Oceano Fire Department","1655 Front ST",,"Oceano","CA","93445",,,"PO Box 599","Oceano","CA","93475-0599","805-473-6915","805-473-6915","San Luis Obispo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","3","12","0","0","1","Yes"
"37115","Oceanside Fire Department","300 N Coast HWY",,"Oceanside","CA","92054-2824","300 N Coast HWY",,,"Oceanside","CA","92054-2824","760-435-4100","760-435-4084","San Diego","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.oceanside.ca.us/gov/fire/default.asp","8","113","0","0","22","4","Yes"
